month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2021/08/01 04:00:00+00,Total,31,Blue Line,1026682,33119,2325
2021/08/01 04:00:00+00,Total,31,Orange Line,2351879,75867,2326
2021/08/01 04:00:00+00,Total,31,Red Line,2825162,91134,2327
2021/08/01 04:00:00+00,Total,31,Heavy Rail,6203723,200120,2328
2021/08/01 04:00:00+00,Total,31,Green Line,2308907,74481,2329
2021/08/01 04:00:00+00,Total,31,Light Rail,2308907,74481,2330
2021/08/01 04:00:00+00,Total,31,Silver Line,593842,19156,2331
2021/08/01 04:00:00+00,Total,31,Bus,5143625,165923,2332
2021/08/01 04:00:00+00,Total,31,Trackless Trolley,100172,3231,2333
2021/08/01 04:00:00+00,Total,31,Private Bus,41125,1327,2334
2021/08/01 04:00:00+00,Total,31,All Bus,5878764,189638,2335
2021/08/01 04:00:00+00,Total,31,Commuter Rail,860464,27757,2336
2021/08/01 04:00:00+00,Total,31,Ferry,63607,2052,2337
2021/08/01 04:00:00+00,Total,31,The RIDE,67155,2166,2338
2021/07/01 04:00:00+00,Weekday,22,Blue Line,738205,33555,2339
2021/07/01 04:00:00+00,Weekday,22,Orange Line,1714910,77950,2340
2021/07/01 04:00:00+00,Weekday,22,Red Line,2073657,94257,2341
2021/07/01 04:00:00+00,Weekday,22,Heavy Rail,4526772,205762,2342
2021/07/01 04:00:00+00,Weekday,22,Green Line,1677128,76233,2343
2021/07/01 04:00:00+00,Weekday,22,Light Rail,1677128,76233,2344
2021/07/01 04:00:00+00,Weekday,22,Silver Line,437004,19864,2345
2021/07/01 04:00:00+00,Weekday,22,Bus,3926407,178473,2346
2021/07/01 04:00:00+00,Weekday,22,Trackless Trolley,88261,4012,2347
2021/07/01 04:00:00+00,Weekday,22,Private Bus,32201,1464,2348
2021/07/01 04:00:00+00,Weekday,22,All Bus,4483873,203812,2349
2021/07/01 04:00:00+00,Weekday,22,Commuter Rail,649985,29545,2350
2021/03/01 05:00:00+00,Weekday,23,Trackless Trolley,74522,3240,2351
2021/03/01 05:00:00+00,Weekday,23,Private Bus,29325,1275,2352
2021/03/01 05:00:00+00,Weekday,23,All Bus,3941170,171355,2353
2021/03/01 05:00:00+00,Weekday,23,Commuter Rail,311316,13535,2354
2021/03/01 05:00:00+00,Weekday,23,Ferry,6920,301,2355
2021/03/01 05:00:00+00,Weekday,23,The RIDE,54953,2389,2356
2021/03/01 05:00:00+00,Saturday,4,Blue Line,76939,19235,2357
2021/03/01 05:00:00+00,Saturday,4,Orange Line,148001,37000,2358
2021/03/01 05:00:00+00,Saturday,4,Red Line,180830,45208,2359
2021/03/01 05:00:00+00,Saturday,4,Heavy Rail,405769,101442,2360
2021/03/01 05:00:00+00,Saturday,4,Green Line,150865,37716,2361
2021/03/01 05:00:00+00,Saturday,4,Light Rail,150865,37716,2362
2021/03/01 05:00:00+00,Saturday,4,Silver Line,42841,10710,2363
2021/03/01 05:00:00+00,Saturday,4,Bus,414087,103522,2364
2021/03/01 05:00:00+00,Saturday,4,Trackless Trolley,7694,1924,2365
2021/03/01 05:00:00+00,Saturday,4,Private Bus,3248,812,2366
2021/03/01 05:00:00+00,Saturday,4,All Bus,467871,116968,2367
2021/03/01 05:00:00+00,Saturday,4,Commuter Rail,22208,5552,2368
2021/03/01 05:00:00+00,Sunday,4,Blue Line,53443,13361,2369
2021/03/01 05:00:00+00,Sunday,4,Orange Line,98179,24545,2370
2021/03/01 05:00:00+00,Sunday,4,Red Line,121301,30325,2371
2021/03/01 05:00:00+00,Sunday,4,Heavy Rail,272923,68231,2372
2021/03/01 05:00:00+00,Sunday,4,Green Line,97163,24291,2373
2021/03/01 05:00:00+00,Sunday,4,Light Rail,97163,24291,2374
2021/03/01 05:00:00+00,Sunday,4,Silver Line,35636,8909,2375
2021/03/01 05:00:00+00,Sunday,4,Bus,255595,63899,2376
2021/03/01 05:00:00+00,Sunday,4,Private Bus,1901,475,2377
2021/03/01 05:00:00+00,Sunday,4,All Bus,293132,73283,2378
2021/03/01 05:00:00+00,Sunday,4,Commuter Rail,15368,3842,2379
2021/03/01 05:00:00+00,Total,31,Blue Line,690112,22262,2380
2021/03/01 05:00:00+00,Total,31,Orange Line,1450143,46779,2381
2021/03/01 05:00:00+00,Total,31,Red Line,1703232,54943,2382
2021/03/01 05:00:00+00,Total,31,Heavy Rail,3843487,123983,2383
2021/03/01 05:00:00+00,Total,31,Green Line,1326665,42796,2384
2021/03/01 05:00:00+00,Total,31,Light Rail,1326665,42796,2385
2021/03/01 05:00:00+00,Total,31,Silver Line,407218,13136,2386
2021/03/01 05:00:00+00,Total,31,Bus,4178265,134783,2387
2021/03/01 05:00:00+00,Total,31,Trackless Trolley,82216,2652,2388
2021/03/01 05:00:00+00,Total,31,Private Bus,34474,1112,2389
2021/03/01 05:00:00+00,Total,31,All Bus,4702173,151683,2390
2021/03/01 05:00:00+00,Total,31,Commuter Rail,348892,11255,2391
2021/03/01 05:00:00+00,Total,31,Ferry,6920,223,2392
2021/03/01 05:00:00+00,Total,31,The RIDE,63048,2034,2393
2021/02/01 05:00:00+00,Weekday,19,Blue Line,419302,22069,2394
2021/02/01 05:00:00+00,Weekday,19,Orange Line,949242,49960,2395
2021/02/01 05:00:00+00,Weekday,19,Red Line,1054916,55522,2396
2021/02/01 05:00:00+00,Weekday,19,Heavy Rail,2423459,127550,2397
2021/02/01 05:00:00+00,Weekday,19,Green Line,814216,42853,2398
2021/02/01 05:00:00+00,Weekday,19,Light Rail,814216,42853,2399
2021/02/01 05:00:00+00,Weekday,19,Silver Line,246434,12970,2400
2020/10/01 04:00:00+00,Weekday,22,Green Line,1024202,46555,2401
2020/10/01 04:00:00+00,Weekday,22,Light Rail,1024202,46555,2402
2020/10/01 04:00:00+00,Weekday,22,Silver Line,313542,14252,2403
2020/10/01 04:00:00+00,Weekday,22,Bus,3317220,150783,2404
2020/10/01 04:00:00+00,Weekday,22,Trackless Trolley,79841,3629,2405
2020/10/01 04:00:00+00,Weekday,22,Private Bus,40986,1863,2406
2020/10/01 04:00:00+00,Weekday,22,All Bus,3751589,170527,2407
2020/10/01 04:00:00+00,Weekday,22,Commuter Rail,346828,15765,2408
2020/10/01 04:00:00+00,Weekday,22,Ferry,12210,555,2409
2020/10/01 04:00:00+00,Weekday,22,The RIDE,47342,2152,2410
2020/10/01 04:00:00+00,Saturday,5,Blue Line,99845,19969,2411
2020/10/01 04:00:00+00,Saturday,5,Orange Line,213130,42626,2412
2020/10/01 04:00:00+00,Saturday,5,Red Line,235538,47108,2413
2020/08/01 04:00:00+00,Weekday,21,Red Line,1134155,54007,2414
2020/10/01 04:00:00+00,Saturday,5,Heavy Rail,548513,109703,2415
2020/10/01 04:00:00+00,Saturday,5,Green Line,207587,41517,2416
2020/10/01 04:00:00+00,Saturday,5,Light Rail,207587,41517,2417
2020/10/01 04:00:00+00,Saturday,5,Silver Line,55000,11000,2418
2020/10/01 04:00:00+00,Saturday,5,Bus,532053,106411,2419
2020/10/01 04:00:00+00,Saturday,5,Trackless Trolley,11461,2292,2420
2020/08/01 04:00:00+00,Weekday,21,Heavy Rail,2642732,125844,2421
2020/11/01 04:00:00+00,Weekday,20,Light Rail,867656,43383,2422
2020/10/01 04:00:00+00,Saturday,5,All Bus,598515,119703,2423
2020/08/01 04:00:00+00,Weekday,21,Green Line,749944,35712,2424
2020/10/01 04:00:00+00,Saturday,5,Commuter Rail,37427,7485,2425
2020/11/01 04:00:00+00,Weekday,20,Silver Line,275619,13781,2426
2020/08/01 04:00:00+00,Weekday,21,Light Rail,749944,35712,2427
2020/10/01 04:00:00+00,Saturday,5,The RIDE,6845,1369,2428
2020/11/01 04:00:00+00,Weekday,20,Bus,2927925,146396,2429
2020/08/01 04:00:00+00,Weekday,21,Silver Line,280178,13342,2430
2020/10/01 04:00:00+00,Sunday,4,Blue Line,60650,15162,2431
2021/01/01 05:00:00+00,Weekday,19,Silver Line,240789,12673,2432
2021/02/01 05:00:00+00,Weekday,19,Bus,2647925,139364,2433
2020/11/01 04:00:00+00,Weekday,20,Trackless Trolley,70689,3534,2434
2020/08/01 04:00:00+00,Weekday,21,Bus,2934128,139720,2435
2020/10/01 04:00:00+00,Sunday,4,Orange Line,125809,31452,2436
2021/01/01 05:00:00+00,Weekday,19,Bus,2576787,135620,2437
2021/02/01 05:00:00+00,Weekday,19,Trackless Trolley,61061,3214,2438
2020/11/01 04:00:00+00,Weekday,20,Private Bus,37800,1890,2439
2020/08/01 04:00:00+00,Weekday,21,Trackless Trolley,3268,156,2440
2020/10/01 04:00:00+00,Sunday,4,Red Line,139457,34864,2441
2021/01/01 05:00:00+00,Weekday,19,Trackless Trolley,61686,3247,2442
2021/02/01 05:00:00+00,Weekday,19,Private Bus,25186,1326,2443
2020/11/01 04:00:00+00,Weekday,20,All Bus,3312033,165602,2444
2020/08/01 04:00:00+00,Weekday,21,Private Bus,30387,1447,2445
2020/10/01 04:00:00+00,Sunday,4,Heavy Rail,325916,81479,2446
2021/01/01 05:00:00+00,Weekday,19,Private Bus,24252,1276,2447
2021/02/01 05:00:00+00,Weekday,19,All Bus,2980606,156874,2448
2020/11/01 04:00:00+00,Weekday,20,Commuter Rail,342923,17146,2449
2020/08/01 04:00:00+00,Weekday,21,All Bus,3247960,154665,2450
2020/10/01 04:00:00+00,Sunday,4,Green Line,119155,29789,2451
2021/01/01 05:00:00+00,Weekday,19,All Bus,2903514,152817,2452
2021/02/01 05:00:00+00,Weekday,19,Commuter Rail,231936,12207,2453
2020/11/01 04:00:00+00,Weekday,20,Ferry,10280,514,2454
2020/08/01 04:00:00+00,Weekday,21,Commuter Rail,275983,13142,2455
2020/10/01 04:00:00+00,Sunday,4,Light Rail,119155,29789,2456
2021/01/01 05:00:00+00,Weekday,19,Commuter Rail,222252,11697,2457
2021/02/01 05:00:00+00,Weekday,19,Ferry,4074,214,2458
2020/11/01 04:00:00+00,Weekday,20,The RIDE,43975,2199,2459
2020/08/01 04:00:00+00,Weekday,21,Ferry,18312,872,2460
2020/10/01 04:00:00+00,Sunday,4,Silver Line,35429,8857,2461
2021/01/01 05:00:00+00,Weekday,19,Ferry,6264,330,2462
2021/02/01 05:00:00+00,Weekday,19,The RIDE,39954,2103,2463
2020/11/01 04:00:00+00,Saturday,4,Blue Line,74050,18512,2464
2020/08/01 04:00:00+00,Weekday,21,The RIDE,40673,1937,2465
2020/10/01 04:00:00+00,Sunday,4,Bus,275763,68941,2466
2021/01/01 05:00:00+00,Weekday,19,The RIDE,39419,2075,2467
2021/02/01 05:00:00+00,Saturday,4,Blue Line,66535,16634,2468
2020/11/01 04:00:00+00,Saturday,4,Orange Line,154702,38676,2469
2020/08/01 04:00:00+00,Saturday,5,Blue Line,46295,9259,2470
2020/10/01 04:00:00+00,Sunday,4,All Bus,311192,77798,2471
2021/01/01 05:00:00+00,Saturday,5,Blue Line,72317,14463,2472
2021/02/01 05:00:00+00,Saturday,4,Orange Line,134034,33508,2473
2020/11/01 04:00:00+00,Saturday,4,Red Line,168237,42059,2474
2020/08/01 04:00:00+00,Saturday,5,Orange Line,157102,31420,2475
2020/10/01 04:00:00+00,Sunday,4,Commuter Rail,23992,5998,2476
2021/01/01 05:00:00+00,Saturday,5,Orange Line,146515,29303,2477
2021/02/01 05:00:00+00,Saturday,4,Red Line,154538,38634,2478
2020/11/01 04:00:00+00,Saturday,4,Heavy Rail,396989,99247,2479
2020/11/01 04:00:00+00,Saturday,4,Green Line,144491,36123,2480
2020/11/01 04:00:00+00,Saturday,4,Light Rail,144491,36123,2481
2020/11/01 04:00:00+00,Saturday,4,Silver Line,41490,10372,2482
2020/11/01 04:00:00+00,Saturday,4,Bus,411201,102800,2483
2020/11/01 04:00:00+00,Saturday,4,Trackless Trolley,9671,2418,2484
2020/11/01 04:00:00+00,Saturday,4,All Bus,462363,115591,2485
2020/11/01 04:00:00+00,Saturday,4,Commuter Rail,20446,5112,2486
2020/11/01 04:00:00+00,Saturday,4,The RIDE,5648,1412,2487
2020/11/01 04:00:00+00,Sunday,5,Blue Line,67097,13419,2488
2020/11/01 04:00:00+00,Sunday,5,Orange Line,133393,26679,2489
2020/11/01 04:00:00+00,Sunday,5,Red Line,149624,29925,2490
2020/11/01 04:00:00+00,Sunday,5,Heavy Rail,350114,70023,2491
2020/11/01 04:00:00+00,Sunday,5,Green Line,123066,24613,2492
2020/11/01 04:00:00+00,Sunday,5,Light Rail,123066,24613,2493
2020/11/01 04:00:00+00,Sunday,5,Silver Line,48559,9712,2494
2020/11/01 04:00:00+00,Sunday,5,Bus,365869,73174,2495
2020/11/01 04:00:00+00,Sunday,5,All Bus,414429,82886,2496
2020/11/01 04:00:00+00,Sunday,5,Commuter Rail,19999,4000,2497
2020/11/01 04:00:00+00,Sunday,5,The RIDE,4570,914,2498
2020/11/01 04:00:00+00,Total,30,Blue Line,604304,20143,2499
2020/11/01 04:00:00+00,Total,30,Orange Line,1345735,44858,2500
2020/11/01 04:00:00+00,Total,30,Red Line,1477327,49244,2501
2020/11/01 04:00:00+00,Total,30,Heavy Rail,3427366,114246,2502
2020/11/01 04:00:00+00,Total,30,Green Line,1146277,38209,2503
2020/11/01 04:00:00+00,Total,30,Light Rail,1146277,38209,2504
2020/11/01 04:00:00+00,Total,30,Silver Line,365668,12189,2505
2020/11/01 04:00:00+00,Total,30,Bus,3704996,123500,2506
2020/11/01 04:00:00+00,Total,30,Trackless Trolley,80361,2679,2507
2020/11/01 04:00:00+00,Total,30,Private Bus,34014,1134,2508
2020/11/01 04:00:00+00,Total,30,All Bus,4185039,139501,2509
2020/11/01 04:00:00+00,Total,30,Commuter Rail,387367,12912,2510
2020/11/01 04:00:00+00,Total,30,Ferry,11275,376,2511
2020/11/01 04:00:00+00,Total,30,The RIDE,59815,1994,2512
2020/10/01 04:00:00+00,Weekday,22,Blue Line,538534,24479,2513
2020/10/01 04:00:00+00,Weekday,22,Orange Line,1235415,56155,2514
2020/10/01 04:00:00+00,Weekday,22,Red Line,1354516,61569,2515
2020/10/01 04:00:00+00,Weekday,22,Heavy Rail,3128465,142203,2516
2020/10/01 04:00:00+00,Sunday,4,The RIDE,3696,924,2517
2020/08/01 04:00:00+00,Saturday,5,Red Line,181529,36306,2518
2021/02/01 05:00:00+00,Saturday,4,Heavy Rail,355106,88776,2519
2021/01/01 05:00:00+00,Saturday,5,Red Line,161996,32399,2520
2020/10/01 04:00:00+00,Total,31,Blue Line,699029,22549,2521
2020/08/01 04:00:00+00,Saturday,5,Heavy Rail,384926,76985,2522
2021/02/01 05:00:00+00,Saturday,4,Green Line,141725,35431,2523
2021/01/01 05:00:00+00,Saturday,5,Heavy Rail,380828,76166,2524
2020/10/01 04:00:00+00,Total,31,Orange Line,1574354,50786,2525
2020/08/01 04:00:00+00,Saturday,5,Green Line,132260,26452,2526
2021/02/01 05:00:00+00,Saturday,4,Light Rail,141725,35431,2527
2021/01/01 05:00:00+00,Saturday,5,Green Line,136006,27201,2528
2020/10/01 04:00:00+00,Total,31,Red Line,1729511,55791,2529
2020/08/01 04:00:00+00,Saturday,5,Light Rail,132260,26452,2530
2021/02/01 05:00:00+00,Saturday,4,Silver Line,49120,12280,2531
2021/01/01 05:00:00+00,Saturday,5,Light Rail,136006,27201,2532
2020/10/01 04:00:00+00,Total,31,Heavy Rail,4002894,129126,2533
2020/08/01 04:00:00+00,Saturday,5,Silver Line,57241,11448,2534
2021/02/01 05:00:00+00,Saturday,4,Bus,461284,115321,2535
2021/01/01 05:00:00+00,Saturday,5,Silver Line,54544,10909,2536
2020/10/01 04:00:00+00,Total,31,Green Line,1350943,43579,2537
2020/08/01 04:00:00+00,Saturday,5,Bus,558652,111730,2538
2021/02/01 05:00:00+00,Saturday,4,Trackless Trolley,10055,2514,2539
2021/01/01 05:00:00+00,Saturday,5,Bus,511959,102392,2540
2020/10/01 04:00:00+00,Total,31,Light Rail,1350943,43579,2541
2020/08/01 04:00:00+00,Saturday,5,All Bus,615893,123179,2542
2021/02/01 05:00:00+00,Saturday,4,Private Bus,2967,742,2543
2021/01/01 05:00:00+00,Saturday,5,Trackless Trolley,11062,2212,2544
2020/10/01 04:00:00+00,Total,31,Silver Line,403971,13031,2545
2020/08/01 04:00:00+00,Saturday,5,Commuter Rail,17381,3476,2546
2021/02/01 05:00:00+00,Saturday,4,All Bus,523426,130856,2547
2021/01/01 05:00:00+00,Saturday,5,Private Bus,3551,710,2548
2020/10/01 04:00:00+00,Total,31,Bus,4125036,133066,2549
2020/08/01 04:00:00+00,Saturday,5,The RIDE,9310,1862,2550
2021/02/01 05:00:00+00,Saturday,4,Commuter Rail,14834,3708,2551
2021/01/01 05:00:00+00,Saturday,5,All Bus,581116,116223,2552
2020/10/01 04:00:00+00,Total,31,Trackless Trolley,91303,2945,2553
2020/08/01 04:00:00+00,Sunday,5,Blue Line,37307,7461,2554
2021/02/01 05:00:00+00,Sunday,4,Blue Line,50740,12685,2555
2021/01/01 05:00:00+00,Saturday,5,Commuter Rail,17660,3532,2556
2020/10/01 04:00:00+00,Total,31,Private Bus,39121,1262,2557
2020/08/01 04:00:00+00,Sunday,5,Orange Line,122537,24507,2558
2021/02/01 05:00:00+00,Sunday,4,Orange Line,97783,24446,2559
2021/01/01 05:00:00+00,Sunday,5,Blue Line,56841,11368,2560
2020/10/01 04:00:00+00,Total,31,All Bus,4659430,150304,2561
2020/08/01 04:00:00+00,Sunday,5,Red Line,143144,28629,2562
2021/02/01 05:00:00+00,Sunday,4,Red Line,117367,29342,2563
2021/01/01 05:00:00+00,Sunday,5,Orange Line,114366,22873,2564
2020/10/01 04:00:00+00,Total,31,Commuter Rail,408247,13169,2565
2020/08/01 04:00:00+00,Sunday,5,Heavy Rail,302989,60598,2566
2021/02/01 05:00:00+00,Sunday,4,Heavy Rail,265890,66472,2567
2021/01/01 05:00:00+00,Sunday,5,Red Line,130233,26047,2568
2020/10/01 04:00:00+00,Total,31,Ferry,12203,394,2569
2020/08/01 04:00:00+00,Sunday,5,Green Line,105569,21114,2570
2021/02/01 05:00:00+00,Sunday,4,Green Line,105291,26323,2571
2021/01/01 05:00:00+00,Sunday,5,Heavy Rail,301440,60288,2572
2021/01/01 05:00:00+00,Sunday,5,Green Line,106104,21221,2573
2021/01/01 05:00:00+00,Sunday,5,Light Rail,106104,21221,2574
2021/01/01 05:00:00+00,Sunday,5,Silver Line,47491,9498,2575
2021/01/01 05:00:00+00,Sunday,5,Bus,340060,68012,2576
2021/01/01 05:00:00+00,Sunday,5,Private Bus,2075,415,2577
2021/01/01 05:00:00+00,Sunday,5,All Bus,389626,77925,2578
2021/01/01 05:00:00+00,Sunday,5,Commuter Rail,16034,3207,2579
2021/01/01 05:00:00+00,Total,31,Blue Line,576132,18585,2580
2021/01/01 05:00:00+00,Total,31,Orange Line,1255781,40509,2581
2021/01/01 05:00:00+00,Total,31,Red Line,1392431,44917,2582
2021/01/01 05:00:00+00,Total,31,Heavy Rail,3224344,104011,2583
2021/01/01 05:00:00+00,Total,31,Green Line,1056887,34093,2584
2021/01/01 05:00:00+00,Total,31,Light Rail,1056887,34093,2585
2021/01/01 05:00:00+00,Total,31,Silver Line,342824,11059,2586
2021/01/01 05:00:00+00,Total,31,Bus,3428806,110607,2587
2021/01/01 05:00:00+00,Total,31,Trackless Trolley,72748,2347,2588
2021/01/01 05:00:00+00,Total,31,Private Bus,29878,964,2589
2021/01/01 05:00:00+00,Total,31,All Bus,3874257,124976,2590
2021/01/01 05:00:00+00,Total,31,Commuter Rail,255946,8256,2591
2021/01/01 05:00:00+00,Total,31,Ferry,6264,202,2592
2021/01/01 05:00:00+00,Total,31,The RIDE,51681,1667,2593
2020/12/01 05:00:00+00,Weekday,22,Blue Line,451335,20515,2594
2020/12/01 05:00:00+00,Weekday,22,Orange Line,1028409,46746,2595
2020/12/01 05:00:00+00,Weekday,22,Red Line,1143482,51976,2596
2020/12/01 05:00:00+00,Weekday,22,Heavy Rail,2623226,119238,2597
2020/12/01 05:00:00+00,Weekday,22,Green Line,820629,37301,2598
2020/09/01 04:00:00+00,Weekday,21,Heavy Rail,3003862,143041,2599
2020/12/01 05:00:00+00,Weekday,22,Light Rail,820629,37301,2600
2020/07/01 04:00:00+00,Weekday,23,Red Line,1066068,46351,2601
2020/08/01 04:00:00+00,Sunday,5,Light Rail,105569,21114,2602
2020/12/01 05:00:00+00,Weekday,22,Silver Line,292128,13279,2603
2020/09/01 04:00:00+00,Weekday,21,Green Line,966037,46002,2604
2021/02/01 05:00:00+00,Sunday,4,Light Rail,105291,26323,2605
2020/07/01 04:00:00+00,Weekday,23,Heavy Rail,2532165,110094,2606
2020/08/01 04:00:00+00,Sunday,5,Silver Line,48260,9652,2607
2020/12/01 05:00:00+00,Weekday,22,Bus,3014925,137042,2608
2020/09/01 04:00:00+00,Weekday,21,Light Rail,966037,46002,2609
2021/02/01 05:00:00+00,Sunday,4,Silver Line,33402,8350,2610
2020/10/01 04:00:00+00,Total,31,The RIDE,64297,2074,2611
2020/07/01 04:00:00+00,Weekday,23,Green Line,622270,27055,2612
2020/08/01 04:00:00+00,Sunday,5,Bus,347365,69473,2613
2020/12/01 05:00:00+00,Weekday,22,Trackless Trolley,68048,3093,2614
2020/09/01 04:00:00+00,Weekday,21,Silver Line,296861,14136,2615
2021/02/01 05:00:00+00,Sunday,4,Bus,242861,60715,2616
2020/09/01 04:00:00+00,Weekday,21,Blue Line,534765,25465,2617
2020/07/01 04:00:00+00,Weekday,23,Light Rail,622270,27055,2618
2020/08/01 04:00:00+00,Sunday,5,All Bus,395625,79125,2619
2020/12/01 05:00:00+00,Weekday,22,Private Bus,44154,2007,2620
2020/09/01 04:00:00+00,Weekday,21,Bus,3217411,153210,2621
2021/02/01 05:00:00+00,Sunday,4,Private Bus,1776,444,2622
2020/09/01 04:00:00+00,Weekday,21,Orange Line,1180225,56201,2623
2020/07/01 04:00:00+00,Weekday,23,Silver Line,297526,12936,2624
2020/08/01 04:00:00+00,Sunday,5,Commuter Rail,15113,3023,2625
2020/12/01 05:00:00+00,Weekday,22,All Bus,3419255,155421,2626
2020/09/01 04:00:00+00,Weekday,21,Trackless Trolley,73368,3494,2627
2021/02/01 05:00:00+00,Sunday,4,All Bus,278039,69510,2628
2020/09/01 04:00:00+00,Weekday,21,Red Line,1288872,61375,2629
2020/07/01 04:00:00+00,Weekday,23,Bus,3063922,133214,2630
2020/08/01 04:00:00+00,Sunday,5,The RIDE,6270,1254,2631
2020/12/01 05:00:00+00,Weekday,22,Commuter Rail,293773,13353,2632
2020/09/01 04:00:00+00,Weekday,21,Private Bus,31668,1508,2633
2021/02/01 05:00:00+00,Sunday,4,Commuter Rail,10388,2597,2634
2020/07/01 04:00:00+00,Weekday,23,Private Bus,30406,1322,2635
2020/08/01 04:00:00+00,Total,31,Blue Line,575160,18554,2636
2020/12/01 05:00:00+00,Weekday,22,Ferry,7876,358,2637
2020/09/01 04:00:00+00,Weekday,21,All Bus,3619307,172348,2638
2021/02/01 05:00:00+00,Total,28,Blue Line,552548,19734,2639
2020/07/01 04:00:00+00,Weekday,23,All Bus,3391854,147472,2640
2020/08/01 04:00:00+00,Total,31,Orange Line,1296660,41828,2641
2020/12/01 05:00:00+00,Weekday,22,The RIDE,44471,2021,2642
2020/09/01 04:00:00+00,Weekday,21,Commuter Rail,318769,15179,2643
2021/02/01 05:00:00+00,Total,28,Orange Line,1214637,43380,2644
2020/07/01 04:00:00+00,Weekday,23,Commuter Rail,249088,10830,2645
2020/08/01 04:00:00+00,Total,31,Red Line,1458827,47059,2646
2020/12/01 05:00:00+00,Saturday,4,Blue Line,55516,13879,2647
2020/09/01 04:00:00+00,Weekday,21,Ferry,16527,787,2648
2021/02/01 05:00:00+00,Total,28,Red Line,1361622,48629,2649
2020/07/01 04:00:00+00,Weekday,23,Ferry,15042,654,2650
2020/08/01 04:00:00+00,Total,31,Heavy Rail,3330647,107440,2651
2020/12/01 05:00:00+00,Saturday,4,Orange Line,100142,25036,2652
2020/09/01 04:00:00+00,Weekday,21,The RIDE,45219,2153,2653
2021/02/01 05:00:00+00,Total,28,Heavy Rail,3128807,111743,2654
2020/07/01 04:00:00+00,Weekday,23,The RIDE,43597,1896,2655
2020/08/01 04:00:00+00,Total,31,Green Line,987774,31864,2656
2020/12/01 05:00:00+00,Saturday,4,Red Line,125635,31409,2657
2020/09/01 04:00:00+00,Saturday,4,Blue Line,83656,20914,2658
2021/02/01 05:00:00+00,Total,28,Green Line,1092775,39028,2659
2020/07/01 04:00:00+00,Saturday,3,Blue Line,51047,17016,2660
2020/08/01 04:00:00+00,Total,31,Light Rail,987774,31864,2661
2020/12/01 05:00:00+00,Saturday,4,Heavy Rail,281293,70323,2662
2020/09/01 04:00:00+00,Saturday,4,Orange Line,171304,42826,2663
2021/02/01 05:00:00+00,Total,28,Light Rail,1092775,39028,2664
2020/07/01 04:00:00+00,Saturday,3,Orange Line,92769,30923,2665
2020/08/01 04:00:00+00,Total,31,Silver Line,385679,12441,2666
2020/12/01 05:00:00+00,Saturday,4,Green Line,101564,25391,2667
2020/09/01 04:00:00+00,Saturday,4,Red Line,187511,46878,2668
2021/02/01 05:00:00+00,Total,28,Silver Line,328957,11748,2669
2021/02/01 05:00:00+00,Total,28,Bus,3352069,119717,2670
2021/02/01 05:00:00+00,Total,28,Trackless Trolley,71116,2540,2671
2021/02/01 05:00:00+00,Total,28,Private Bus,29929,1069,2672
2021/02/01 05:00:00+00,Total,28,All Bus,3782071,135074,2673
2021/02/01 05:00:00+00,Total,28,Commuter Rail,257158,9184,2674
2021/02/01 05:00:00+00,Total,28,Ferry,4074,146,2675
2021/02/01 05:00:00+00,Total,28,The RIDE,48317,1726,2676
2021/01/01 05:00:00+00,Weekday,19,Blue Line,400315,21069,2677
2021/01/01 05:00:00+00,Weekday,19,Orange Line,900334,47386,2678
2021/01/01 05:00:00+00,Weekday,19,Red Line,1003252,52803,2679
